Id,Divorce Date,Divorce Type,Nationality Female,DOB Female,Age Female,Occupation Female,Income Female,Marriage Date,Education Female,Employment Female,Marriage Year,Number Children,Zodiac_Sign
1056,23/9/13,Necessary,American,1983/06/19,30.0,Musician,7000.0,15/3/07,Professional,Employer,6.0,1.0,Gemini
1057,23/10/02,Voluntary,American,2056/05/05,46.0,Architect,7000.0,25/9/80,Professional,Establishment,22.0,2.0,Taurus
1058,23/10/09,Necessary,American,1985/07/13,24.0,Homemaker,3000.0,24/6/03,High School,Employer,6.0,1.0,Cancer
1059,23/11/01,Voluntary,American,1973/11/10,28.0,Homemaker,3440.0,4/1/91,Secondary School,Employer,10.0,2.0,Scorpio
1060,23/11/01,Voluntary,American,2067/01/07,34.0,Homemaker,4000.0,6/9/91,Professional,Employer,10.0,1.0,Capricorn
1061,23/11/11,Necessary,American,1973/03/25,38.0,Homemaker,13000.0,24/8/96,Professional,Employer,14.0,2.0,Aries
1062,23/12/02,Voluntary,American,2066/09/14,35.0,Homemaker,13000.0,27/4/91,Professional,Employer,11.0,2.0,Virgo
1063,23/12/02,Voluntary,American,2062/08/03,40.0,Homemaker,10200.0,23/12/85,Professional,Employer,17.0,2.0,Leo
1064,23/12/03,Voluntary,American,2053/01/07,50.0,Homemaker,2000.0,16/3/71,Secondary School,Employer,32.0,3.0,Capricorn
1065,23/12/03,Voluntary,American,2068/11/20,35.0,Homemaker,1600.0,26/9/87,Secondary School,Unemployed,16.0,3.0,Scorpio
1066,23/12/03,Voluntary,American,2071/07/03,32.0,Homemaker,2000.0,14/7/90,High School,Employer,13.0,2.0,Cancer
1067,23/12/08,Necessary,American,1979/06/05,29.0,Homemaker,4000.0,9/5/01,High School,Employer,6.0,2.0,Gemini
1068,23/12/08,Necessary,American,2068/04/07,40.0,Craftswoman,10000.0,27/2/99,Professional,Employer,7.0,1.0,Aries
1069,24/1/07,Necessary,American,2055/10/31,51.0,Dentist,6500.0,5/8/74,Professional,Employer,28.0,2.0,Scorpio
1070,24/1/08,Necessary,American,2071/12/12,36.0,Architect,5000.0,9/9/91,Secondary School,Employer,13.0,3.0,Sagittarius
1071,24/1/08,Necessary,American,2054/06/16,53.0,Homemaker,4000.0,7/12/85,Professional,Employer,18.0,1.0,Gemini
1072,24/3/04,Voluntary,American,1978/09/21,25.0,Homemaker,4500.0,1/6/00,Professional,Employer,3.0,1.0,Virgo
1073,24/3/04,Voluntary,American,1982/02/28,22.0,Homemaker,1400.0,19/4/02,High School,Employer,1.0,1.0,Pisces
1074,24/3/14,Necessary,American,1978/06/25,35.0,Homemaker,15000.0,26/8/97,Professional,Employer,15.0,2.0,Cancer
1075,24/4/01,Voluntary,American,1980/02/26,21.0,Homemaker,3000.0,7/8/97,High School,Employer,3.0,1.0,Pisces
1076,24/4/12,Necessary,American,1983/05/05,28.0,Homemaker,6800.0,19/5/00,High School,Employer,11.0,2.0,Taurus
1077,24/5/13,Necessary,American,1977/12/24,35.0,Homemaker,5800.0,29/11/02,Professional,Employer,10.0,2.0,Capricorn
1078,24/6/02,Voluntary,American,2068/09/23,33.0,Homemaker,8000.0,16/12/93,Professional,Employer,8.0,3.0,Libra
1079,24/6/03,Voluntary,American,2059/05/11,43.0,Homemaker,15000.0,21/4/78,Professional,Employer,25.0,2.0,Taurus
1080,24/6/03,Voluntary,American,2047/02/07,55.0,Professor,7000.0,22/12/77,Worker,Unemployed,25.0,2.0,Aquarius
1081,24/6/05,Necessary,American,1979/10/24,25.0,Lawyer,3000.0,1/6/98,Professional,Employer,7.0,1.0,Scorpio
1082,24/6/08,Necessary,American,2062/05/27,46.0,Merchant,8000.0,22/6/90,Professional,Employer,18.0,2.0,Gemini
1083,24/6/08,Necessary,American,2066/11/13,41.0,Homemaker,18000.0,14/11/92,Professional,Employer,15.0,1.0,Scorpio
1084,24/6/09,Necessary,American,2067/07/27,41.0,Homemaker,1440.0,9/12/02,Primary School,Employer,4.0,2.0,Leo
1085,24/6/10,Necessary,American,2067/03/20,43.0,Dentist,8000.0,26/4/90,Professional,Employer,20.0,2.0,Pisces
1086,24/6/10,Necessary,American,1981/04/10,28.0,Homemaker,10000.0,29/5/04,Professional,Employer,5.0,1.0,Aries
1087,24/6/11,Necessary,American,1975/10/02,36.0,Homemaker,7000.0,5/7/02,Professional,Employer,10.0,2.0,Libra
1088,24/7/06,Necessary,American,2070/09/13,35.0,Homemaker,4000.0,1/12/89,High School,Employer,16.0,1.0,Virgo
1089,24/7/08,Necessary,American,1987/09/07,21.0,Homemaker,2500.0,10/7/07,High School,Employer,1.0,1.0,Virgo
1090,24/7/13,Necessary,American,1987/10/22,25.0,Homemaker,3600.0,23/10/07,High School,Employer,3.0,2.0,Libra
1091,24/8/01,Voluntary,American,2065/10/07,36.0,Podiatrist,4000.0,13/10/88,Professional,Employer,12.0,1.0,Libra
1092,24/8/04,Voluntary,American,1973/02/12,30.0,Publicist,5000.0,27/2/99,Professional,Employer,5.0,1.0,Aquarius
1093,24/9/02,Voluntary,American,2058/12/13,43.0,Homemaker,4000.0,12/2/77,Secondary School,Employer,25.0,5.0,Sagittarius
1094,24/9/03,Voluntary,American,1974/07/14,29.0,Homemaker,4000.0,10/10/95,Professional,Employer,7.0,1.0,Cancer
1095,24/9/07,Necessary,American,1986/04/07,21.0,Homemaker,1500.0,9/6/03,Secondary School,Unemployed,6.0,1.0,Aries
1096,24/9/09,Necessary,American,2070/04/27,39.0,Homemaker,6000.0,17/10/92,Secondary School,Employer,14.0,3.0,Taurus
1097,24/9/10,Necessary,American,2066/04/01,44.0,Psychologist,12000.0,22/3/90,Professional,Employer,20.0,1.0,Aries
1098,24/9/13,Voluntary,American,2051/09/03,62.0,Homemaker,6400.0,9/4/86,Professional,Employer,27.0,1.0,Virgo
1099,24/10/06,Necessary,American,2070/04/28,36.0,Homemaker,10000.0,20/12/96,Professional,Employer,10.0,1.0,Taurus
1100,24/10/08,Necessary,American,1981/03/31,27.0,Homemaker,3000.0,23/1/02,Professional,Employer,3.0,1.0,Aries
1101,24/11/08,Voluntary,American,2065/11/21,42.0,Homemaker,5000.0,13/12/85,High School,Employer,22.0,2.0,Scorpio
1102,24/11/10,Necessary,American,2072/08/30,38.0,Dentist,18000.0,13/11/99,Professional,Employer,10.0,2.0,Virgo
1103,24/11/11,Necessary,American,1983/11/26,27.0,Teacher,2300.0,15/11/04,Secondary School,Employer,6.0,2.0,Sagittarius
1104,24/11/14,Voluntary,American,2070/10/16,44.0,Homemaker,6000.0,2/12/87,Secondary School,Employer,27.0,2.0,Libra
1105,25/1/07,Necessary,American,2062/11/14,44.0,Secretary,10000.0,6/12/83,Professional,Employer,23.0,1.0,Scorpio
1106,25/1/12,Necessary,American,1973/03/06,38.0,Dentist,10500.0,18/2/98,Professional,Employer,11.0,3.0,Pisces
1107,25/1/13,Necessary,American,2069/10/01,44.0,Housewife,8000.0,20/1/00,Professional,Employer,13.0,1.0,Libra
1108,25/2/03,Voluntary,American,1976/07/09,26.0,Homemaker,4800.0,28/11/98,Professional,Employer,4.0,1.0,Cancer
1109,25/2/05,Voluntary,American,2062/12/18,42.0,Psychologist,9000.0,7/8/81,Professional,Employer,23.0,3.0,Sagittarius
1110,25/2/08,Necessary,American,1984/02/16,24.0,Homemaker,3000.0,15/11/04,Secondary School,Employer,4.0,1.0,Aquarius
1111,25/2/11,Necessary,American,2051/02/14,60.0,Secretary,10000.0,10/4/76,Professional,Employer,25.0,3.0,Aquarius
1112,25/2/11,Necessary,American,1974/05/22,36.0,Homemaker,3000.0,30/7/99,Professional,Employer,10.0,1.0,Gemini
1113,25/3/02,Voluntary,American,2052/03/02,50.0,Homemaker,16000.0,14/7/72,Professional,Employer,29.0,2.0,Pisces
1114,25/3/08,Necessary,American,2057/10/23,50.0,Secretary,5000.0,19/12/98,Professional,Employer,9.0,1.0,Scorpio
1115,25/3/09,Necessary,American,2063/05/09,45.0,Homemaker,4000.0,22/5/82,Professional,Employer,16.0,3.0,Taurus
1116,25/3/09,Necessary,American,2066/04/24,42.0,Homemaker,1600.0,22/12/84,Secondary School,Employer,15.0,4.0,Taurus
1117,25/3/11,Necessary,American,2045/01/30,66.0,Homemaker,6000.0,25/1/69,Professional,Employer,41.0,2.0,Aquarius
1118,25/3/13,Voluntary,American,2064/03/19,49.0,Teacher,3000.0,10/11/95,Secondary School,Unpaid Worker,18.0,3.0,Pisces
1119,25/4/02,Voluntary,American,2054/07/28,47.0,Homemaker,3000.0,31/1/76,Primary School,Employer,26.0,3.0,Leo
1120,25/5/07,Necessary,American,2062/06/13,44.0,Doctor,12000.0,18/8/89,Professional,Employer,18.0,2.0,Gemini
1121,25/6/01,Voluntary,American,2064/11/18,36.0,Dentist,6000.0,29/7/89,Professional,Employer,12.0,1.0,Scorpio
1122,25/6/01,Voluntary,American,2054/02/27,47.0,Photographer,6000.0,4/4/75,Professional,Employer,26.0,2.0,Pisces
1123,25/6/07,Necessary,American,2069/01/11,37.0,Photographer,8000.0,8/2/00,Professional,Employer,7.0,1.0,Capricorn
1124,25/6/08,Necessary,American,1978/05/09,29.0,Homemaker,10000.0,19/12/02,Professional,Employer,1.0,1.0,Taurus
1125,25/6/09,Necessary,American,2069/07/05,40.0,Homemaker,10000.0,18/6/94,Professional,Employer,15.0,2.0,Cancer
1126,25/7/00,Voluntary,American,2053/11/06,47.0,Architect,3500.0,16/1/82,High School,Establishment,18.0,2.0,Scorpio
1127,25/7/02,Voluntary,American,2061/05/14,41.0,Homemaker,3000.0,5/3/85,Professional,Employer,7.0,2.0,Taurus
1128,25/7/02,Voluntary,American,2071/01/17,31.0,Homemaker,3000.0,6/2/99,Professional,Employer,3.0,2.0,Capricorn
1129,25/8/00,Voluntary,American,1975/01/20,25.0,Psychologist,3200.0,20/1/96,Professional,Employer,1.0,1.0,Aquarius
1130,25/8/06,Necessary,American,1976/09/26,29.0,Homemaker,6000.0,11/5/00,Professional,Employer,5.0,1.0,Libra
1131,25/8/10,Necessary,American,2070/08/20,40.0,Homemaker,6000.0,4/4/95,Secondary School,Employer,15.0,3.0,Leo
1132,25/8/14,Voluntary,American,2059/11/15,54.0,Homemaker,6800.0,21/5/79,High School,Employer,35.0,1.0,Scorpio
1133,25/9/08,Necessary,American,2070/02/04,38.0,Homemaker,6000.0,18/9/95,Professional,Employer,12.0,1.0,Aquarius
1134,25/9/13,Necessary,American,1976/04/07,37.0,Cook,20000.0,25/4/09,Professional,Employer,4.0,1.0,Aries
1135,25/10/00,Voluntary,American,2059/09/29,41.0,Homemaker,2500.0,23/5/81,Professional,Employer,19.0,2.0,Libra
1136,25/10/02,Voluntary,American,2071/04/03,31.0,Homemaker,8000.0,4/3/93,Professional,Employer,9.0,1.0,Aries
1137,25/11/02,Voluntary,American,2067/02/09,35.0,Homemaker,4500.0,5/4/89,Professional,Employer,13.0,2.0,Aquarius
1138,25/11/02,Voluntary,American,2061/02/09,41.0,Homemaker,1900.0,18/5/84,Professional,Employer,18.0,2.0,Aquarius
1139,25/11/10,Voluntary,American,2064/09/18,46.0,Teacher,4500.0,18/7/94,Secondary School,Employer,15.0,1.0,Virgo
1140,25/11/11,Necessary,American,1980/03/21,31.0,Cook,7000.0,21/6/97,Professional,Employer,14.0,2.0,Aries
1141,26/1/09,Necessary,American,2061/07/11,47.0,Teacher,6000.0,7/6/88,High School,Employer,21.0,4.0,Cancer
1142,26/2/03,Voluntary,American,2068/02/24,35.0,Homemaker,12000.0,2/8/96,Professional,Employer,6.0,2.0,Pisces
1143,26/2/04,Voluntary,American,1976/06/08,27.0,Homemaker,2000.0,5/6/95,High School,Employer,8.0,1.0,Gemini
1144,26/3/01,Voluntary,American,2057/11/20,43.0,Homemaker,3000.0,10/10/92,Secondary School,Employer,8.0,1.0,Scorpio
1145,26/3/14,Necessary,American,1978/04/04,35.0,Homemaker,4000.0,6/11/93,Professional,Employer,5.0,2.0,Aries
1146,26/4/02,Voluntary,American,2066/02/16,36.0,Homemaker,7000.0,22/7/94,Professional,Employer,7.0,2.0,Aquarius
1147,26/4/11,Necessary,American,2069/12/23,41.0,Teacher,10000.0,7/2/98,High School,Employer,13.0,1.0,Capricorn
1148,26/5/04,Voluntary,American,1974/12/14,29.0,Doctor,4000.0,21/11/97,Professional,Employer,6.0,2.0,Sagittarius
1149,26/5/04,Voluntary,American,2069/08/21,34.0,Homemaker,30000.0,25/4/97,Professional,Employer,7.0,1.0,Leo
1150,26/5/08,Necessary,American,1978/01/31,30.0,Homemaker,3500.0,14/6/04,Professional,Employer,3.0,1.0,Aquarius
1151,26/5/11,Necessary,American,1974/06/11,36.0,Housewife,11407.0,4/11/00,Professional,Employer,10.0,1.0,Gemini
1152,26/6/03,Voluntary,American,2067/07/13,35.0,Homemaker,1600.0,8/4/89,High School,Employer,13.0,2.0,Cancer
1153,26/6/06,Necessary,American,2055/07/25,50.0,Secretary,12000.0,18/12/76,Professional,Employer,29.0,2.0,Leo
1154,26/6/08,Necessary,American,2057/07/20,50.0,Saleswoman,3000.0,15/6/81,Secondary School,Unemployed,27.0,1.0,Cancer
1155,26/6/08,Necessary,American,2055/09/04,53.0,Psychologist,5000.0,27/9/75,Professional,Employer,32.0,2.0,Virgo
1156,26/6/12,Voluntary,American,2057/09/27,54.0,Homemaker,6000.0,23/2/85,Professional,Employer,27.0,3.0,Libra
1157,26/7/00,Voluntary,American,2055/07/15,45.0,Photographer,1000.0,6/3/90,High School,Employer,10.0,2.0,Cancer
1158,26/7/10,Necessary,American,1982/02/05,28.0,Homemaker,5000.0,31/1/03,High School,Employer,7.0,1.0,Aquarius
1159,26/8/03,Voluntary,American,1983/01/03,20.0,Homemaker,1200.0,23/10/00,High School,Employer,2.0,2.0,Capricorn
1160,26/8/04,Voluntary,American,1975/10/02,29.0,Homemaker,3400.0,17/12/99,Professional,Employer,4.0,1.0,Libra
1161,26/8/09,Necessary,American,1976/08/06,33.0,Employer,12500.0,14/12/02,Professional,Employer,6.0,1.0,Leo
1162,26/8/11,Necessary,American,2071/06/25,40.0,Homemaker,2500.0,21/4/97,Secondary School,Employer,8.0,2.0,Cancer
1163,26/8/14,Voluntary,American,2070/02/08,44.0,Homemaker,8000.0,7/8/92,Professional,Employer,22.0,1.0,Aquarius
1164,26/9/03,Voluntary,American,2071/11/10,31.0,Civil Servant,3000.0,18/1/01,Professional,Establishment,2.0,1.0,Scorpio
1165,26/9/06,Necessary,American,1975/09/13,31.0,Homemaker,4000.0,4/2/93,Secondary School,Employer,13.0,2.0,Virgo
1166,26/9/06,Necessary,American,1973/10/12,32.0,Homemaker,3000.0,30/10/99,Professional,Employer,6.0,1.0,Libra
1167,26/9/08,Necessary,American,2061/02/16,47.0,Dentist,7000.0,18/11/88,Professional,Employer,20.0,2.0,Aquarius
1168,26/9/08,Necessary,American,2072/09/06,36.0,Homemaker,4000.0,18/4/96,Professional,Employer,12.0,1.0,Virgo
1169,26/9/11,Necessary,American,2061/09/08,50.0,Architect,6000.0,28/8/81,Primary School,Employer,30.0,1.0,Virgo
1170,26/10/07,Necessary,American,2064/10/06,43.0,Homemaker,10000.0,10/2/89,High School,Employer,17.0,2.0,Libra
1171,26/10/11,Necessary,American,1974/12/02,37.0,Dentist,4000.0,31/5/97,Professional,Employer,14.0,2.0,Sagittarius
1172,26/10/11,Necessary,American,1975/04/02,36.0,Homemaker,6000.0,16/7/94,Secondary School,Employer,17.0,2.0,Aries
1173,26/11/03,Voluntary,American,2069/06/06,34.0,Homemaker,8000.0,25/4/97,Professional,Employer,6.0,1.0,Gemini
1174,26/11/07,Necessary,American,2056/10/06,51.0,Homemaker,7500.0,3/9/83,Professional,Employer,23.0,2.0,Libra
1175,26/11/07,Necessary,American,2070/05/18,37.0,Accountant,10000.0,11/3/95,High School,Employer,12.0,2.0,Taurus
1176,26/11/09,Necessary,American,2054/08/31,55.0,Homemaker,5000.0,29/7/78,Professional,Employer,31.0,3.0,Virgo
1177,26/12/00,Voluntary,American,2059/09/30,41.0,Homemaker,3000.0,21/12/90,Professional,Employer,10.0,1.0,Libra
1178,26/12/01,Voluntary,American,1977/10/16,24.0,Homemaker,1600.0,6/11/92,Secondary School,Employer,9.0,4.0,Libra
1179,26/12/02,Voluntary,American,1974/01/03,28.0,Homemaker,3000.0,13/5/92,High School,Employer,10.0,3.0,Capricorn
1180,26/12/02,Voluntary,American,2056/05/25,46.0,Homemaker,5000.0,23/6/79,Professional,Employer,23.0,2.0,Gemini
1181,26/12/07,Necessary,American,2063/04/16,44.0,Homemaker,6000.0,23/7/88,Professional,Employer,17.0,2.0,Aries
1182,26/12/13,Voluntary,American,2063/11/13,50.0,Architect,3000.0,13/5/80,High School,Employer,33.0,3.0,Scorpio
1183,27/1/09,Necessary,American,2054/04/20,54.0,Dentist,15000.0,19/12/75,Professional,Employer,33.0,3.0,Taurus
1184,27/2/03,Voluntary,American,2062/07/28,40.0,Lawyer,5000.0,31/8/91,Professional,Establishment,12.0,1.0,Leo
1185,27/2/03,Voluntary,American,2063/03/22,39.0,Homemaker,8000.0,14/1/89,Professional,Employer,14.0,2.0,Aries
1186,27/3/02,Voluntary,American,1977/10/26,24.0,Homemaker,2800.0,1/10/96,High School,Employer,5.0,1.0,Scorpio
1187,27/3/03,Voluntary,American,2063/07/16,39.0,Homemaker,3000.0,7/5/83,Secondary School,Employer,19.0,2.0,Cancer
1188,27/3/07,Voluntary,American,2053/02/05,53.0,Homemaker,2500.0,18/7/94,Secondary School,Employer,12.0,2.0,Aquarius
1189,27/3/08,Necessary,American,2062/07/18,45.0,Dentist,9000.0,7/3/81,Professional,Employer,26.0,2.0,Cancer
1190,27/3/09,Necessary,American,1979/03/16,30.0,Teacher,4000.0,16/6/01,High School,Employer,5.0,1.0,Pisces
1191,27/3/12,Necessary,American,1973/02/08,38.0,Homemaker,4000.0,13/2/95,High School,Employer,17.0,3.0,Aquarius
1192,27/3/13,Necessary,American,2069/09/19,43.0,Merchant,25000.0,18/5/96,Professional,Employer,16.0,1.0,Virgo
1193,27/4/04,Voluntary,American,2069/06/14,34.0,Dentist,5000.0,28/11/87,Professional,Employer,16.0,2.0,Gemini
1194,27/4/06,Necessary,American,2059/06/16,46.0,Homemaker,5000.0,2/12/85,Professional,Employer,20.0,2.0,Gemini
1195,27/4/11,Necessary,American,2061/03/29,50.0,Homemaker,6000.0,30/5/87,Professional,Employer,18.0,4.0,Aries
1196,27/4/11,Necessary,American,1979/07/25,31.0,Secretary,9000.0,18/12/05,Professional,Employer,5.0,1.0,Leo
1197,27/5/04,Voluntary,American,2069/01/10,34.0,Homemaker,1600.0,20/6/97,High School,Employer,6.0,1.0,Capricorn
1198,27/5/04,Voluntary,American,2064/10/17,39.0,Architect,1000.0,5/7/89,Professional,Employer,14.0,1.0,Libra
1199,27/5/08,Necessary,American,2063/05/30,44.0,Homemaker,9000.0,8/8/87,High School,Employer,17.0,2.0,Gemini
1200,27/5/10,Necessary,American,1979/05/11,30.0,Homemaker,2400.0,28/11/96,Professional,Employer,14.0,2.0,Taurus
1201,27/6/00,Voluntary,American,2072/09/22,27.0,Dentist,1000.0,15/8/91,High School,Employer,8.0,2.0,Virgo
1202,27/6/03,Voluntary,American,2070/10/22,32.0,Homemaker,2400.0,29/3/91,High School,Employer,12.0,2.0,Libra
1203,27/6/08,Necessary,American,2059/01/15,49.0,Cashier,10000.0,7/6/80,Professional,Employer,13.0,2.0,Capricorn
1204,27/6/08,Necessary,American,2064/02/27,44.0,Secretary,6000.0,4/10/86,Professional,Employer,20.0,1.0,Pisces
1205,27/6/11,Necessary,American,2060/03/30,51.0,Homemaker,6000.0,7/5/83,Professional,Employer,28.0,3.0,Aries
1206,27/6/14,Necessary,American,1973/12/11,40.0,Homemaker,8000.0,11/9/95,Professional,Employer,10.0,1.0,Sagittarius
1207,27/7/01,Voluntary,American,2064/07/28,36.0,Homemaker,3000.0,19/7/86,Secondary School,Employer,14.0,1.0,Leo
1208,27/7/12,Necessary,American,2072/04/07,40.0,Accountant,2500.0,11/9/96,High School,Employer,15.0,1.0,Aries
1209,27/8/01,Voluntary,American,2059/04/15,42.0,Homemaker,5000.0,19/6/82,Professional,Employer,19.0,2.0,Aries
1210,27/8/03,Voluntary,American,1980/09/18,22.0,Homemaker,1600.0,9/7/98,High School,Employer,5.0,1.0,Virgo
1211,27/8/04,Voluntary,American,2060/02/23,44.0,Publicist,12000.0,25/9/97,Professional,Employer,7.0,1.0,Pisces
1212,27/8/08,Necessary,American,2062/03/16,46.0,Homemaker,8000.0,7/10/98,High School,Employer,9.0,1.0,Pisces
1213,27/8/10,Necessary,American,1973/11/15,36.0,Homemaker,12000.0,18/10/96,Professional,Employer,13.0,1.0,Scorpio
1214,27/8/13,Necessary,American,1977/10/05,36.0,Psychologist,20000.0,11/2/06,Professional,Employer,7.0,2.0,Libra
1215,27/9/07,Necessary,American,2070/06/21,37.0,Homemaker,7000.0,10/6/89,Professional,Employer,18.0,1.0,Cancer
1216,27/9/10,Necessary,American,1977/02/15,33.0,Architect,5000.0,9/8/00,Professional,Establishment,9.0,2.0,Aquarius
1217,27/9/11,Necessary,American,2068/06/23,43.0,Craftswoman,4000.0,25/6/01,Secondary School,Employer,9.0,1.0,Cancer
1218,27/9/11,Voluntary,American,2070/02/05,41.0,Homemaker,2500.0,9/10/90,Secondary School,Employer,20.0,1.0,Aquarius
1219,27/10/08,Necessary,American,1983/01/10,25.0,Homemaker,2000.0,6/2/06,High School,Employer,2.0,1.0,Capricorn
1220,27/10/08,Necessary,American,2063/09/06,45.0,Homemaker,3000.0,6/9/80,High School,Employer,28.0,2.0,Virgo
1221,27/11/01,Voluntary,American,2062/12/30,38.0,Homemaker,2000.0,1/3/85,Professional,Employer,15.0,2.0,Capricorn
1222,27/11/02,Voluntary,American,2068/05/07,34.0,Employer,4000.0,23/12/93,High School,Employer,8.0,2.0,Taurus
1223,27/11/06,Necessary,American,2060/03/06,46.0,Architect,3000.0,20/5/81,Primary School,Employer,13.0,2.0,Pisces
1224,27/12/11,Necessary,American,1977/01/31,34.0,Dentist,7000.0,15/8/02,Professional,Employer,11.0,2.0,Aquarius
1225,27/12/11,Necessary,American,2066/04/24,45.0,Secretary,6000.0,2/3/85,Professional,Employer,25.0,2.0,Taurus
1226,27/12/13,Necessary,American,1981/12/03,32.0,Cook,10000.0,5/10/07,Professional,Employer,6.0,1.0,Sagittarius
1227,28/1/03,Voluntary,American,2066/09/11,36.0,Homemaker,1600.0,10/9/88,Primary School,Employer,14.0,2.0,Virgo
1228,28/1/03,Voluntary,American,2050/09/25,52.0,Architect,3000.0,7/1/77,Secondary School,Self-Employed Worker in the Street,25.0,2.0,Libra
1229,28/1/04,Voluntary,American,2053/01/17,51.0,Architect,2500.0,23/12/74,Secondary School,Establishment,29.0,2.0,Capricorn
1230,28/1/05,Necessary,American,2070/12/03,34.0,Homemaker,2400.0,30/7/99,Professional,Employer,5.0,1.0,Sagittarius
1231,28/1/08,Necessary,American,1977/11/18,30.0,Homemaker,6000.0,1/12/00,Professional,Employer,5.0,2.0,Scorpio
1232,28/1/09,Necessary,American,1977/09/20,31.0,Architect,3000.0,21/7/97,Secondary School,Employer,11.0,2.0,Virgo
1233,28/1/13,Necessary,American,1976/01/11,36.0,Homemaker,13000.0,18/9/96,Professional,Employer,16.0,2.0,Capricorn
1234,28/2/13,Necessary,American,2065/10/29,47.0,Dentist,14000.0,26/10/90,Professional,Employer,18.0,2.0,Scorpio
1235,28/3/03,Voluntary,American,2055/06/20,47.0,Architect,1200.0,19/7/75,Primary School,Establishment,27.0,3.0,Gemini
1236,28/3/06,Necessary,American,1977/10/23,28.0,Homemaker,6500.0,31/8/01,High School,Employer,4.0,1.0,Scorpio
1237,28/3/08,Necessary,American,2069/06/09,38.0,Homemaker,3200.0,13/2/03,High School,Employer,5.0,1.0,Gemini
1238,28/3/08,Necessary,American,1983/04/21,24.0,Homemaker,4600.0,3/9/99,High School,Employer,7.0,1.0,Taurus
1239,28/3/11,Necessary,American,2069/02/01,41.0,Homemaker,6000.0,6/5/00,Professional,Employer,10.0,1.0,Aquarius
1240,28/4/04,Voluntary,American,1973/02/01,31.0,Homemaker,3500.0,11/8/94,Professional,Employer,9.0,1.0,Aquarius
1241,28/4/06,Necessary,American,2048/02/08,57.0,Homemaker,4000.0,17/3/73,High School,Employer,32.0,3.0,Aquarius
1242,28/4/08,Necessary,American,2062/04/18,46.0,Homemaker,15000.0,19/7/86,Professional,Employer,22.0,2.0,Aries
1243,28/4/10,Necessary,American,2069/12/03,41.0,Homemaker,5000.0,11/10/91,Secondary School,Employer,18.0,2.0,Sagittarius
1244,28/4/11,Necessary,American,1976/01/14,35.0,Homemaker,5000.0,22/3/05,High School,Employer,4.0,1.0,Capricorn
1245,28/4/14,Voluntary,American,2060/09/25,53.0,Researcher,12000.0,19/12/80,Professional,Employer,33.0,2.0,Libra
1246,28/5/01,Necessary,American,2052/08/11,48.0,Languages Graduate,2000.0,24/8/73,Secondary School,Self-Employed Worker in the Street,27.0,2.0,Leo
1247,28/5/02,Voluntary,American,2061/05/06,40.0,Architect,4000.0,19/1/85,Professional,Employer,17.0,3.0,Taurus
1248,28/5/03,Voluntary,British,2057/06/21,45.0,Homemaker,15000.0,10/11/79,Professional,Employer,23.0,2.0,Cancer
1249,28/5/04,Voluntary,American,1974/12/07,29.0,Architect,5000.0,11/4/96,Professional,Self-Employed Worker in the Street,8.0,2.0,Sagittarius
1250,28/6/01,Necessary,American,2052/04/13,49.0,Secretary,7000.0,26/8/78,Professional,Employer,22.0,3.0,Aries
1251,28/6/01,Voluntary,American,2071/03/26,30.0,Homemaker,2500.0,10/2/97,High School,Employer,4.0,1.0,Aries
1252,28/6/02,Voluntary,American,2067/07/18,34.0,Accountant,2000.0,20/3/86,Secondary School,Establishment,16.0,2.0,Cancer
1253,28/6/11,Necessary,American,2068/12/24,42.0,Teacher,5000.0,6/12/86,High School,Employer,24.0,2.0,Capricorn
1254,28/7/08,Necessary,American,1973/12/15,34.0,Psychologist,15000.0,10/4/99,Professional,Employer,8.0,2.0,Sagittarius
1255,28/8/00,Voluntary,American,1978/09/15,21.0,Homemaker,900.0,10/1/96,High School,Employer,4.0,1.0,Virgo
1256,28/8/02,Voluntary,American,1977/12/14,24.0,Homemaker,3990.0,21/7/95,Professional,Employer,7.0,1.0,Sagittarius
1257,28/8/08,Necessary,American,1976/01/22,32.0,Merchant,6500.0,11/12/03,Professional,Employer,4.0,1.0,Aquarius
1258,28/9/01,Voluntary,American,2063/03/29,38.0,Homemaker,7000.0,4/5/82,High School,Employer,19.0,2.0,Aries
1259,28/9/04,Voluntary,American,2061/10/06,43.0,Academic,28000.0,28/9/85,Professional,Employer,18.0,2.0,Libra
1260,28/9/09,Necessary,American,2066/05/01,43.0,Homemaker,10000.0,6/11/86,Professional,Employer,23.0,2.0,Taurus
1261,28/9/11,Necessary,American,1979/07/16,32.0,Doctor,4500.0,30/6/00,Professional,Employer,11.0,2.0,Cancer
1262,28/10/09,Necessary,American,2072/10/21,37.0,Homemaker,1070.0,10/10/92,High School,Employer,17.0,3.0,Libra
1263,28/10/09,Necessary,American,1984/11/04,25.0,Homemaker,4800.0,11/2/08,Professional,Employer,1.0,1.0,Scorpio
1264,28/10/09,Necessary,American,1979/08/04,30.0,Homemaker,4000.0,4/2/03,Secondary School,Employer,3.0,1.0,Leo
1265,28/11/03,Voluntary,American,2058/01/12,44.0,Homemaker,11000.0,31/7/81,Professional,Employer,22.0,1.0,Capricorn
1266,28/11/08,Necessary,American,1981/06/09,27.0,Homemaker,4000.0,6/11/98,High School,Employer,7.0,1.0,Gemini
1267,28/11/08,Necessary,American,2068/03/04,40.0,Dentist,3000.0,25/2/95,Professional,Employer,13.0,1.0,Pisces
